"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML2","Affect & Risk","potsdam","DEU",0,92,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.09409,42,50,"count moviestar (low, certain) _ count money (low, certain)",15,22,27,28,0.01368
"ML2","Affect & Risk","pscio","URY",1,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.20519,41,45,"count moviestar (low, certain) _ count money (low, certain)",9,17,32,28,0.01582
"ML2","Affect & Risk","psuabington","USA",1,90,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.03327,40,50,"count moviestar (low, certain) _ count money (low, certain)",18,21,22,29,0.01387
"ML2","Affect & Risk","psumain","USA",1,82,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.05944,36,46,"count moviestar (low, certain) _ count money (low, certain)",20,28,16,18,0.01532
"ML2","Affect & Risk","purkyne","CZE",1,140,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.00675,57,83,"count moviestar (low, certain) _ count money (low, certain)",34,50,23,33,0.00936
"ML2","Affect & Risk","sandiegosu","USA",1,174,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.12964,81,93,"count moviestar (low, certain) _ count money (low, certain)",42,59,39,34,0.00692
"ML2","Affect & Risk","santiagoon","CHL",0,60,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.09527,28,32,"count moviestar (low, certain) _ count money (low, certain)",17,22,11,10,0.02183
"ML2","Affect & Risk","swps","POL",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.00895,45,51,"count moviestar (low, certain) _ count money (low, certain)",18,20,27,31,0.01328
"ML2","Affect & Risk","tamu","USA",1,99,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.13736,46,53,"count moviestar (low, certain) _ count money (low, certain)",22,32,24,21,0.01191
"ML2","Affect & Risk","tilburg","NLD",1,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.16909,47,50,"count moviestar (low, certain) _ count money (low, certain)",28,22,19,28,0.01181
"ML2","Affect & Risk","tilburgcaf","NLD",NA,80,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.08219,33,47,"count moviestar (low, certain) _ count money (low, certain)",13,22,20,25,0.01581
"ML2","Affect & Risk","tilburgcomm","NLD",0,103,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.24309,53,50,"count moviestar (low, certain) _ count money (low, certain)",31,18,22,32,0.01041
"ML2","Affect & Risk","toronto","CAN",1,350,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.0234,171,179,"count moviestar (low, certain) _ count money (low, certain)",81,81,90,98,0.00349
"ML2","Affect & Risk","tufts","USA",1,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.02716,35,53,"count moviestar (low, certain) _ count money (low, certain)",23,36,12,17,0.01618
"ML2","Affect & Risk","ubc","CAN",1,82,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.08258,43,39,"count moviestar (low, certain) _ count money (low, certain)",22,17,21,22,0.01469
"ML2","Affect & Risk","ucron","CRI",0,103,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.09466,57,46,"count moviestar (low, certain) _ count money (low, certain)",19,12,38,34,0.01418
"ML2","Affect & Risk","udd","CHL",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.25613,44,51,"count moviestar (low, certain) _ count money (low, certain)",22,37,22,14,0.01174
"ML2","Affect & Risk","ufl","USA",1,116,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.07407,56,60,"count moviestar (low, certain) _ count money (low, certain)",38,37,18,23,0.01139
"ML2","Affect & Risk","uiuc","USA",1,205,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.14973,101,104,"count moviestar (low, certain) _ count money (low, certain)",57,72,44,32,0.00606
"ML2","Affect & Risk","umich","USA",1,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.05315,40,48,"count moviestar (low, certain) _ count money (low, certain)",24,31,16,17,0.01471
"ML2","Affect & Risk","unam","MEX",0,144,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.01561,71,73,"count moviestar (low, certain) _ count money (low, certain)",13,14,58,59,0.01386
"ML2","Affect & Risk","unibelgrade","SRB",1,81,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.04921,44,37,"count moviestar (low, certain) _ count money (low, certain)",21,16,23,21,0.01518
"ML2","Affect & Risk","uniporto","PRT",0,36,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.13299,15,21,"count moviestar (low, certain) _ count money (low, certain)",6,11,9,10,0.03376
"ML2","Affect & Risk","uva","USA",1,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.02009,37,49,"count moviestar (low, certain) _ count money (low, certain)",22,30,15,19,0.01503
"ML2","Affect & Risk","vuamsterdam","NLD",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.01712,45,50,"count moviestar (low, certain) _ count money (low, certain)",20,23,25,27,0.01295
"ML2","Affect & Risk","vuw","NZL",0,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.00339,41,61,"count moviestar (low, certain) _ count money (low, certain)",27,40,14,21,0.01376
"ML2","Affect & Risk","washlee","USA",1,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.00344,47,50,"count moviestar (low, certain) _ count money (low, certain)",29,31,18,19,0.01329
"ML2","Affect & Risk","wilfredlaur","CAN",1,91,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.03105,49,42,"count moviestar (low, certain) _ count money (low, certain)",29,26,20,16,0.01405
"ML2","Affect & Risk","williampat","USA",1,124,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.08275,59,65,"count moviestar (low, certain) _ count money (low, certain)",31,39,28,26,0.00983
"ML2","Affect & Risk","winchester","GBR",1,142,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.09713,81,61,"count moviestar (low, certain) _ count money (low, certain)",34,31,47,30,0.00859
"ML2","Affect & Risk","wpi","USA",1,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.02584,43,43,"count moviestar (low, certain) _ count money (low, certain)",25,24,18,19,0.0144
"ML2","Affect & Risk","wroclaw","POL",1,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.21001,46,51,"count moviestar (low, certain) _ count money (low, certain)",14,25,32,26,0.01202
"ML2","Affect & Risk","zhejiang","CHN",NA,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.15027,44,42,"count moviestar (low, certain) _ count money (low, certain)",17,22,27,20,0.01358
"ML2","Trolley Dilemma 1","aus","ARE",1,89,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.57309,49,40,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,4,20,36,0.00834
"ML2","Trolley Dilemma 1","badaniaon","POL",0,34,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.54104,18,16,"count yes (side effect, greater good) _ count no (side effect, greater good)",13,3,5,13,0.01848
"ML2","Trolley Dilemma 1","bc","USA",1,73,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.60712,39,34,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,5,10,29,0.00706
"ML2","Trolley Dilemma 1","bilgi","TUR",0,138,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.56976,70,68,"count yes (side effect, greater good) _ count no (side effect, greater good)",48,10,22,58,0.0043
"ML2","Trolley Dilemma 1","brasilia","BRA",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.53475,51,51,"count yes (side effect, greater good) _ count no (side effect, greater good)",35,9,16,42,0.00625
"ML2","Trolley Dilemma 1","doshisha","JPN",1,112,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.62196,54,58,"count yes (side effect, greater good) _ count no (side effect, greater good)",27,3,27,55,0.00746
"ML2","Trolley Dilemma 1","eindhoven","NLD",NA,93,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.58771,54,39,"count yes (side effect, greater good) _ count no (side effect, greater good)",45,10,9,29,0.00571
"ML2","Trolley Dilemma 1","elte","HUN",1,91,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.77588,47,44,"count yes (side effect, greater good) _ count no (side effect, greater good)",32,1,15,43,0.00537
"ML2","Trolley Dilemma 1","grazvienna","HUN",1,119,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.56754,57,62,"count yes (side effect, greater good) _ count no (side effect, greater good)",35,7,22,55,0.00556
"ML2","Trolley Dilemma 1","hawaiion","USA",0,89,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.32512,46,43,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,14,17,29,0.01083
"ML2","Trolley Dilemma 1","hkust","HKG",1,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.44944,43,54,"count yes (side effect, greater good) _ count no (side effect, greater good)",19,6,24,48,0.01088
"ML2","Trolley Dilemma 1","hunancomp","CHN",0,118,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.43726,61,57,"count yes (side effect, greater good) _ count no (side effect, greater good)",30,8,31,49,0.00848
"ML2","Trolley Dilemma 1","ithaca","USA",1,76,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.65484,37,39,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,5,8,34,0.00551
"ML2","Trolley Dilemma 1","johannesburg","ZAF",0,50,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.60855,25,25,"count yes (side effect, greater good) _ count no (side effect, greater good)",15,2,10,23,0.01347
"ML2","Trolley Dilemma 1","koc","TUR",0,74,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.62117,37,37,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,6,8,31,0.00631
"ML2","Trolley Dilemma 1","lausanne","CHE",0,109,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.68978,54,55,"count yes (side effect, greater good) _ count no (side effect, greater good)",39,4,15,51,0.00396
"ML2","Trolley Dilemma 1","leuven","BEL",1,106,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.54332,52,54,"count yes (side effect, greater good) _ count no (side effect, greater good)",32,7,20,47,0.00653
"ML2","Trolley Dilemma 1","lundon","SWE",0,110,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.76606,55,55,"count yes (side effect, greater good) _ count no (side effect, greater good)",50,6,5,49,0.00218
"ML2","Trolley Dilemma 1","marian","USA",1,77,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.51093,32,45,"count yes (side effect, greater good) _ count no (side effect, greater good)",23,10,9,35,0.00868
"ML2","Trolley Dilemma 1","mturk","USA",0,304,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.45425,160,144,"count yes (side effect, greater good) _ count no (side effect, greater good)",116,42,44,102,0.00247
"ML2","Trolley Dilemma 1","mturk_india","IND",0,308,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.37841,162,146,"count yes (side effect, greater good) _ count no (side effect, greater good)",117,54,45,92,0.00288
"ML2","Trolley Dilemma 1","navarra","ESP",0,48,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.46408,24,24,"count yes (side effect, greater good) _ count no (side effect, greater good)",14,4,10,20,0.0173
"ML2","Trolley Dilemma 1","ntnu","TWN",1,74,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.3363,34,40,"count yes (side effect, greater good) _ count no (side effect, greater good)",15,7,19,33,0.0155
"ML2","Trolley Dilemma 1","occid","USA",1,66,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.69785,30,36,"count yes (side effect, greater good) _ count no (side effect, greater good)",27,7,3,29,0.00562
"ML2","Trolley Dilemma 1","plu","USA",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.58289,42,53,"count yes (side effect, greater good) _ count no (side effect, greater good)",33,11,9,42,0.0056
"ML2","Trolley Dilemma 1","poitiers","FRA",1,44,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.54952,20,24,"count yes (side effect, greater good) _ count no (side effect, greater good)",14,4,6,20,0.01391
"ML2","Trolley Dilemma 1","potsdam","DEU",0,89,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.59838,45,44,"count yes (side effect, greater good) _ count no (side effect, greater good)",30,5,15,39,0.00655
"ML2","Trolley Dilemma 1","pscio","URY",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.40124,42,42,"count yes (side effect, greater good) _ count no (side effect, greater good)",21,7,21,35,0.01197
"ML2","Trolley Dilemma 1","psuabington","USA",1,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.47399,50,38,"count yes (side effect, greater good) _ count no (side effect, greater good)",31,7,19,31,0.00921
"ML2","Trolley Dilemma 1","psumain","USA",1,81,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.56125,38,43,"count yes (side effect, greater good) _ count no (side effect, greater good)",29,9,9,34,0.00699
"ML2","Trolley Dilemma 1","purkyne","CZE",1,140,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.44404,74,66,"count yes (side effect, greater good) _ count no (side effect, greater good)",49,16,25,50,0.00562
"ML2","Trolley Dilemma 1","sandiegosu","USA",1,171,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.64787,85,86,"count yes (side effect, greater good) _ count no (side effect, greater good)",68,13,17,73,0.00244
"ML2","Trolley Dilemma 1","santiagoon","CHL",0,59,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.57031,29,30,"count yes (side effect, greater good) _ count no (side effect, greater good)",21,5,8,25,0.00963
"ML2","Trolley Dilemma 1","swps","POL",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.51619,48,47,"count yes (side effect, greater good) _ count no (side effect, greater good)",25,5,23,42,0.00922
"ML2","Trolley Dilemma 1","tamu","USA",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.58379,54,42,"count yes (side effect, greater good) _ count no (side effect, greater good)",44,10,10,32,0.00553
"ML2","Trolley Dilemma 1","tilburg","NLD",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.69067,52,43,"count yes (side effect, greater good) _ count no (side effect, greater good)",44,6,8,37,0.00371
"ML2","Trolley Dilemma 1","tilburgcaf","NLD",NA,78,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.73979,40,38,"count yes (side effect, greater good) _ count no (side effect, greater good)",36,5,4,33,0.00358
"ML2","Trolley Dilemma 1","tilburgcomm","NLD",0,98,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.82719,41,57,"count yes (side effect, greater good) _ count no (side effect, greater good)",33,1,8,56,0.00281
"ML2","Trolley Dilemma 1","toronto","CAN",1,325,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.5246,166,159,"count yes (side effect, greater good) _ count no (side effect, greater good)",114,30,52,129,0.002
"ML2","Trolley Dilemma 1","tufts","USA",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.53287,36,43,"count yes (side effect, greater good) _ count no (side effect, greater good)",28,11,8,32,0.00789
"ML2","Trolley Dilemma 1","ubc","CAN",1,76,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.49492,39,37,"count yes (side effect, greater good) _ count no (side effect, greater good)",27,8,12,29,0.00915
"ML2","Trolley Dilemma 1","ucron","CRI",0,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.56585,64,33,"count yes (side effect, greater good) _ count no (side effect, greater good)",47,6,17,27,0.00678
"ML2","Trolley Dilemma 1","udd","CHL",1,94,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.64437,46,48,"count yes (side effect, greater good) _ count no (side effect, greater good)",35,6,11,42,0.00471
"ML2","Trolley Dilemma 1","ufl","USA",1,113,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.6161,56,57,"count yes (side effect, greater good) _ count no (side effect, greater good)",47,13,9,44,0.00421
"ML2","Trolley Dilemma 1","uiuc","USA",1,198,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.5886,92,106,"count yes (side effect, greater good) _ count no (side effect, greater good)",66,16,26,90,0.0027
"ML2","Trolley Dilemma 1","umich","USA",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.65142,43,41,"count yes (side effect, greater good) _ count no (side effect, greater good)",33,5,10,36,0.00519
"ML2","Trolley Dilemma 1","unam","MEX",0,139,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.63827,73,66,"count yes (side effect, greater good) _ count no (side effect, greater good)",56,9,17,57,0.00325
"ML2","Trolley Dilemma 1","unibelgrade","SRB",1,80,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.60966,42,38,"count yes (side effect, greater good) _ count no (side effect, greater good)",28,4,14,34,0.00729
"ML2","Trolley Dilemma 1","uniporto","PRT",0,36,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.64299,15,21,"count yes (side effect, greater good) _ count no (side effect, greater good)",12,3,3,18,0.01235
"ML2","Trolley Dilemma 1","uva","USA",1,85,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.58551,49,36,"count yes (side effect, greater good) _ count no (side effect, greater good)",38,7,11,29,0.00635
"ML2","Trolley Dilemma 1","vuamsterdam","NLD",1,92,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.4784,52,40,"count yes (side effect, greater good) _ count no (side effect, greater good)",37,10,15,30,0.00791
"ML2","Trolley Dilemma 1","vuw","NZL",0,92,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.41155,44,48,"count yes (side effect, greater good) _ count no (side effect, greater good)",28,12,16,36,0.00912
"ML2","Trolley Dilemma 1","washlee","USA",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.65031,46,50,"count yes (side effect, greater good) _ count no (side effect, greater good)",41,13,5,37,0.0048
"ML2","Trolley Dilemma 1","wilfredlaur","CAN",1,87,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.70147,44,43,"count yes (side effect, greater good) _ count no (side effect, greater good)",35,4,9,39,0.00414
"ML2","Trolley Dilemma 1","williampat","USA",1,118,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.62225,67,51,"count yes (side effect, greater good) _ count no (side effect, greater good)",56,11,11,40,0.00393
"ML2","Trolley Dilemma 1","winchester","GBR",1,138,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.55989,73,65,"count yes (side effect, greater good) _ count no (side effect, greater good)",57,15,16,50,0.0041
"ML2","Trolley Dilemma 1","wpi","USA",1,85,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.75502,45,40,"count yes (side effect, greater good) _ count no (side effect, greater good)",41,5,4,35,0.00304
"ML2","Trolley Dilemma 1","wroclaw","POL",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.54771,48,48,"count yes (side effect, greater good) _ count no (side effect, greater good)",27,5,21,43,0.00803
"ML2","Trolley Dilemma 1","zhejiang","CHN",NA,81,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.51278,46,35,"count yes (side effect, greater good) _ count no (side effect, greater good)",21,3,25,32,0.01376
"ML2","Framing","armstrong","USA",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.17272,41,43,"count yes (cheap, costly) _ count no (cheap, costly)",15,10,26,33,0.01634
"ML2","Framing","aus2","ARE",1,179,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.06181,85,94,"count yes (cheap, costly) _ count no (cheap, costly)",56,57,29,37,0.00728
"ML2","Framing","badaniaon","POL",0,43,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.08728,16,27,"count yes (cheap, costly) _ count no (cheap, costly)",9,13,7,14,0.02988
"ML2","Framing","bogota","COL",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.24824,47,55,"count yes (cheap, costly) _ count no (cheap, costly)",27,19,20,36,0.01051
"ML2","Framing","brookcuny","USA",0,181,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.22292,82,99,"count yes (cheap, costly) _ count no (cheap, costly)",42,31,40,68,0.00625
"ML2","Framing","carleton","CAN",0,121,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.32387,58,63,"count yes (cheap, costly) _ count no (cheap, costly)",29,14,29,49,0.00876
"ML2","Framing","cas","CHN",1,48,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.30816,23,25,"count yes (cheap, costly) _ count no (cheap, costly)",18,13,5,12,0.02342
"ML2","Framing","csunorthonline","USA",0,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.311,45,43,"count yes (cheap, costly) _ count no (cheap, costly)",24,11,21,32,0.01184
"ML2","Framing","fmkbelgrade","SRB",1,104,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.10552,53,51,"count yes (cheap, costly) _ count no (cheap, costly)",35,29,18,22,0.01206
"ML2","Framing","georgefox","USA",0,140,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.24467,78,62,"count yes (cheap, costly) _ count no (cheap, costly)",33,14,45,48,0.00914
"ML2","Framing","grazvienna","USA",0,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.18617,48,54,"count yes (cheap, costly) _ count no (cheap, costly)",23,17,25,37,0.01158
"ML2","Framing","hawaiion","USA",0,121,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.12639,65,56,"count yes (cheap, costly) _ count no (cheap, costly)",33,22,32,34,0.00988
"ML2","Framing","help","MYS",1,90,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.41771,41,49,"count yes (cheap, costly) _ count no (cheap, costly)",36,28,5,21,0.0133
"ML2","Framing","jmu","USA",0,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.27113,34,50,"count yes (cheap, costly) _ count no (cheap, costly)",16,12,18,38,0.01376
"ML2","Framing","jos","NGA",1,92,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.07818,57,35,"count yes (cheap, costly) _ count no (cheap, costly)",48,28,9,7,0.02317
"ML2","Framing","kenyon","USA",1,106,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.12248,50,56,"count yes (cheap, costly) _ count no (cheap, costly)",15,12,35,44,0.01462
"ML2","Framing","krakowon","POL",0,99,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.36762,50,49,"count yes (cheap, costly) _ count no (cheap, costly)",44,31,6,18,0.01363
"ML2","Framing","kwazulu","ZAF",1,77,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.26151,43,34,"count yes (cheap, costly) _ count no (cheap, costly)",35,21,8,13,0.01709
"ML2","Framing","louvain","BEL",1,100,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.11139,54,46,"count yes (cheap, costly) _ count no (cheap, costly)",29,20,25,26,0.01193
"ML2","Framing","loyola","USA",1,293,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.14416,149,144,"count yes (cheap, costly) _ count no (cheap, costly)",73,52,76,92,0.00406
"ML2","Framing","lse","GBR",1,112,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.14185,57,55,"count yes (cheap, costly) _ count no (cheap, costly)",28,20,29,35,0.01064
"ML2","Framing","mcdanielonline","USA",0,159,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.18667,86,73,"count yes (cheap, costly) _ count no (cheap, costly)",37,20,49,53,0.00795
"ML2","Framing","metu","TUR",0,125,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.14347,56,69,"count yes (cheap, costly) _ count no (cheap, costly)",20,17,36,52,0.01113
"ML2","Framing","moralsense","USA",0,834,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.23032,416,418,"count yes (cheap, costly) _ count no (cheap, costly)",134,70,282,348,0.00182
"ML2","Framing","mturk","USA",0,338,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.35348,168,170,"count yes (cheap, costly) _ count no (cheap, costly)",58,20,110,150,0.00423
"ML2","Framing","munich","DEU",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.29204,47,37,"count yes (cheap, costly) _ count no (cheap, costly)",28,12,19,25,0.01231
"ML2","Framing","munichon","DEU",1,214,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.14108,111,103,"count yes (cheap, costly) _ count no (cheap, costly)",32,20,79,83,0.00758
"ML2","Framing","northumbria","GBR",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.38017,48,31,"count yes (cheap, costly) _ count no (cheap, costly)",25,6,23,25,0.0138
"ML2","Framing","osnabruck","DEU",1,85,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.14013,41,44,"count yes (cheap, costly) _ count no (cheap, costly)",23,19,18,25,0.01372
"ML2","Framing","ouhk","HKG",1,68,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.11741,31,37,"count yes (cheap, costly) _ count no (cheap, costly)",20,20,11,17,0.0182
"ML2","Framing","padua","ITA",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.06833,44,35,"count yes (cheap, costly) _ count no (cheap, costly)",19,13,25,22,0.01611
"ML2","Framing","pascal","FRA",0,178,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.12352,95,83,"count yes (cheap, costly) _ count no (cheap, costly)",41,27,54,56,0.0071
"ML2","Framing","psualtoona","USA",1,177,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.28853,88,89,"count yes (cheap, costly) _ count no (cheap, costly)",45,23,43,66,0.0061
"ML2","Framing","puc","CHL",0,81,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",-0.14098,41,40,"count yes (cheap, costly) _ count no (cheap, costly)",25,29,16,11,0.01631
"ML2","Framing","queensland2","AUS",1,137,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.11907,86,51,"count yes (cheap, costly) _ count no (cheap, costly)",43,20,43,31,0.00937
"ML2","Framing","ritonline","USA",0,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.35029,43,43,"count yes (cheap, costly) _ count no (cheap, costly)",26,12,17,31,0.01092
"ML2","Framing","rotterdam","NLD",1,77,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.32005,36,41,"count yes (cheap, costly) _ count no (cheap, costly)",19,10,17,31,0.01339
"ML2","Framing","salford","GBR",1,103,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.16661,50,53,"count yes (cheap, costly) _ count no (cheap, costly)",20,14,30,39,0.0126
"ML2","Framing","seznam","CZE",1,85,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","r",0.24062,42,43,"count yes (cheap, costly) _ count no (cheap, costly)",26,17,16,26,0.0126
